Title,Features.Handheld?,Features.Max Players,Features.Multiplatform?,Features.Online?,Metadata.Publishers,Metadata.Sequel?,Metrics.Review Score,Metrics.Sales,Metrics.Used Price,Release.Console,Release.Rating,Release.Year,Metadata.Genres,Mean_length_completionist,Mean_length_main_story
F.E.A.R. Files,TRUE,1,TRUE,TRUE,,TRUE,66,0.06,17.95,X360,E,2007,Action,0,10.5
Ontamarama,TRUE,1,TRUE,TRUE,,TRUE,71,0.05,17.95,Nintendo DS,M,2007,Action,0,1
Retro Game Challenge,TRUE,1,TRUE,TRUE,Namco,TRUE,77,0.05,17.95,Nintendo DS,T,2007,Action,20,11.16666667
Ultimate Mortal Kombat 3,TRUE,1,TRUE,TRUE,Midway,TRUE,73,0.05,23.95,Nintendo DS,E,2007,Action,8.383333333,1.066666667
"Warhammer 40,000: Squad Command",TRUE,1,TRUE,TRUE,THQ,TRUE,57,0.05,17.95,Nintendo DS,T,2007,Strategy,0,0
Juiced 2: Hot Import Nights,TRUE,1,TRUE,TRUE,THQ,TRUE,73,0.05,16.95,Sony PSP,E,2007,Racing,0,15.5
Pursuit Force: Extreme Justice,TRUE,1,TRUE,TRUE,Sony,TRUE,73,0.05,14.95,Sony PSP,E,2007,Action,0,7.5
Medal of Honor: Vanguard,TRUE,1,TRUE,TRUE,EA,TRUE,56,0.05,17.95,Nintendo Wii,T,2007,Action,0,3.55
World Series of Poker 2008: Battle for the Brac...,TRUE,1,TRUE,TRUE,Activision,TRUE,74,0.05,19.95,X360,E,2007,Simulation,0,0
Pro Evolution Soccer 2008,TRUE,7,TRUE,TRUE,Konami,TRUE,74,0.04,17.95,PlayStation 3,E,2007,Sports,78.2,0
Worms: Open Warfare 2,TRUE,4,TRUE,TRUE,THQ,TRUE,80,0.04,17.95,Sony PSP,T,2007,Action,10,8.25
Surf's Up,TRUE,4,TRUE,TRUE,Ubisoft,TRUE,59,0.04,17.95,PlayStation 3,E,2007,Sports,0,1.283333333
Fantastic Four: Rise of the Silver Surfer,TRUE,4,TRUE,TRUE,2K,TRUE,39,0.04,12.95,Nintendo Wii,E,2007,Action,0,5.566666667
Brothers in Arms DS,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,72,0.04,17.95,Nintendo DS,E,2007,Action,0,5
Bubble Bobble Double Shot,TRUE,1,TRUE,TRUE,,TRUE,50,0.04,17.95,Nintendo DS,E,2007,Action,0,0
Fantastic Four: Rise of the Silver Surfer,TRUE,1,TRUE,TRUE,2K,TRUE,35,0.04,14.95,Nintendo DS,E,2007,Action,0,5.566666667
Zendoku,TRUE,1,TRUE,TRUE,Eidos,TRUE,68,0.04,16.95,Nintendo DS,E,2007,Role-Playing,4,0
Heatseeker,TRUE,1,TRUE,TRUE,,TRUE,49,0.04,12.95,Sony PSP,T,2007,Action,0,9.75
Manhunt 2,TRUE,1,TRUE,TRUE,Rockstar,TRUE,69,0.04,7.95,Sony PSP,T,2007,Action,21.18333333,8.9
SWAT: Target Liberty,TRUE,1,TRUE,TRUE,,TRUE,50,0.04,12.95,Sony PSP,E,2007,Action,0,0
Anubis II,TRUE,1,TRUE,TRUE,,TRUE,19,0.04,9.95,Nintendo Wii,M,2007,Action,0,0
Barnyard,TRUE,1,TRUE,TRUE,THQ,TRUE,65,0.04,17.95,Nintendo Wii,T,2007,Action,0,0
Escape from Bug Island,TRUE,1,TRUE,TRUE,Eidos,TRUE,37,0.04,14.95,Nintendo Wii,T,2007,Action,0,5.683333333
Octomania,TRUE,1,TRUE,TRUE,,TRUE,66,0.04,14.95,Nintendo Wii,M,2007,Action,0,0
Cabela's Big Game Hunter,TRUE,1,TRUE,TRUE,Activision,TRUE,51,0.04,19.95,X360,E,2007,Simulation,0,4
UEFA Champions League 2006-2007,TRUE,4,TRUE,TRUE,EA,TRUE,72,0.03,6.95,X360,T,2007,Sports,0,0
Aliens Vs Predator: Requiem,TRUE,2,TRUE,TRUE,,TRUE,49,0.03,17.95,Sony PSP,T,2007,Action,0,0
NBA 08,TRUE,2,TRUE,TRUE,Sony,TRUE,75,0.03,7.95,Sony PSP,E,2007,Sports,0,0
Guilty Gear XX ? Core,TRUE,2,TRUE,TRUE,,TRUE,75,0.03,24.95,Nintendo Wii,E,2007,Action,0,2
Arkanoid DS,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,61,0.03,16.95,Nintendo DS,E,2007,Strategy,0,0
Code Lyoko,TRUE,1,TRUE,TRUE,,TRUE,63,0.03,11.95,Nintendo DS,T,2007,Action,0,6.516666667
Dynasty Warriors DS: Fighter's Battle,TRUE,1,TRUE,TRUE,,TRUE,56,0.03,14.95,Nintendo DS,T,2007,Action,0,0
Orcs & Elves,TRUE,1,TRUE,TRUE,EA,TRUE,68,0.03,14.95,Nintendo DS,T,2007,Action,6.5,4.6
Prism: Light the Way,TRUE,1,TRUE,TRUE,Eidos,TRUE,73,0.03,16.95,Nintendo DS,T,2007,Action,0,0
Dead Head Fred,TRUE,1,TRUE,TRUE,,TRUE,75,0.03,12.95,Sony PSP,E,2007,Action,0,8
Hot Pixel,TRUE,1,TRUE,TRUE,Atari,TRUE,55,0.03,8.95,Sony PSP,T,2007,Action,0,0.45
The Legend of Heroes III: Song of the Ocean,TRUE,1,TRUE,TRUE,Namco,TRUE,58,0.03,17.95,Sony PSP,T,2007,Role-Playing,65,44.85
SEGA Rally Revo,TRUE,1,TRUE,TRUE,Sega,TRUE,74,0.03,16.95,Sony PSP,T,2007,Racing,34,0
Bionicle Heroes,TRUE,1,TRUE,TRUE,Eidos,TRUE,52,0.03,17.95,Nintendo Wii,T,2007,Action,17.23333333,8.55
Burnout Dominator,TRUE,4,TRUE,TRUE,EA,TRUE,76,0.02,17.95,Sony PSP,T,2007,Action,21.5,14
Samurai Warriors 2: Empires,TRUE,2,TRUE,TRUE,,TRUE,53,0.02,19.95,X360,E,2007,Action,18,8
Meteos: Disney Magic,TRUE,1,TRUE,TRUE,Disney,TRUE,74,0.02,12.95,Nintendo DS,T,2007,Strategy,0,0
Turn It Around,TRUE,1,TRUE,TRUE,,TRUE,39,0.02,9.95,Nintendo DS,E,2007,Racing,1,0
Cube,TRUE,1,TRUE,TRUE,,TRUE,60,0.02,17.95,Sony PSP,T,2007,Strategy,0,0
Dragoneer's Aria,TRUE,1,TRUE,TRUE,,TRUE,56,0.02,24.95,Sony PSP,E,2007,Role-Playing,0,37.63333333
The Fast and the Furious,TRUE,1,TRUE,TRUE,Namco,TRUE,58,0.02,22.95,Sony PSP,M,2007,Racing,0,0
R-Type Command,TRUE,1,TRUE,TRUE,,TRUE,69,0.02,14.95,Sony PSP,M,2007,Strategy,0,24.36666667
Virtua Tennis 3,TRUE,1,TRUE,TRUE,Sega,TRUE,79,0.02,16.95,Sony PSP,M,2007,Sports,0,17
Virtua Tennis 3,TRUE,4,TRUE,TRUE,Sega,TRUE,80,0.01,14.95,X360,T,2007,Sports,0,17
Front Mission,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,72,0.01,17.95,Nintendo DS,E,2007,Strategy,0,20.86666667
Lost in Blue 2,TRUE,1,TRUE,TRUE,Konami,TRUE,58,0.01,17.95,Nintendo DS,T,2007,Role-Playing,0,0
Nervous Brickdown,TRUE,1,TRUE,TRUE,,TRUE,70,0.01,17.95,Nintendo DS,E,2007,Action,0,8
Sea Monsters: A Prehistoric Adventure,TRUE,1,TRUE,TRUE,,TRUE,43,0.01,13.95,Nintendo DS,T,2007,Action,5,0
After Burner: Black Falcon,TRUE,1,TRUE,TRUE,Sega,TRUE,73,0.01,19.95,Sony PSP,M,2007,Action,0,0
Capcom Puzzle World,TRUE,1,TRUE,TRUE,Capcom,TRUE,65,0.01,19.95,Sony PSP,M,2007,Strategy,0,0
Puzzle Quest: Challenge of the Warlords,TRUE,1,TRUE,TRUE,,TRUE,84,0.01,17.95,Sony PSP,T,2007,Role-Playing,54.56666667,37.01666667
Smash Court Tennis 3,TRUE,1,TRUE,TRUE,Namco,TRUE,68,0.01,19.95,Sony PSP,T,2007,Sports,0,0
UEFA Champions League 2006-2007,TRUE,1,TRUE,TRUE,EA,TRUE,71,0.01,14.95,Sony PSP,T,2007,Sports,0,0
Driver: Parallel Lines,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,59,0.01,24.95,Nintendo Wii,E,2007,Action,0,10.55
Mario Kart Wii,TRUE,4,TRUE,TRUE,Nintendo,TRUE,82,12.39,29.95,Nintendo Wii,T,2008,Racing,19.11666667,5.7
Grand Theft Auto IV,TRUE,1,TRUE,TRUE,Rockstar,TRUE,98,5.76,24.95,X360,E,2008,Action,82.95,28.25
Super Smash Bros.: Brawl,TRUE,6,TRUE,TRUE,Nintendo,TRUE,93,5.71,39.95,Nintendo Wii,T,2008,Action,195.1333333,10.85
Call of Duty: World at War,TRUE,4,TRUE,TRUE,Activision,TRUE,84,4.58,29.95,X360,E,2008,Action,31.85,7.8
Grand Theft Auto IV,TRUE,1,TRUE,TRUE,Rockstar,TRUE,98,3.91,24.95,PlayStation 3,E,2008,Action,82.95,28.25
Gears of War 2,TRUE,2,TRUE,TRUE,Microsoft,TRUE,93,3.9,24.95,X360,E,2008,Action,95.4,10.08333333
Pokmon: Platinum Version,TRUE,1,TRUE,TRUE,Nintendo,TRUE,83,2.86,27.95,Nintendo DS,T,2008,Adventure,219.3,33.55
Metal Gear Solid 4: Guns of the Patriots,TRUE,1,TRUE,TRUE,Konami,TRUE,94,2.58,22.95,PlayStation 3,T,2008,Action,28.56666667,18.68333333
Fable II,TRUE,1,TRUE,TRUE,Microsoft,TRUE,89,2.55,17.95,X360,E,2008,Role-Playing,61.75,12.81666667
Call of Duty: World at War,TRUE,4,TRUE,TRUE,Activision,TRUE,85,2.53,29.95,PlayStation 3,T,2008,Action,31.85,7.8
Guitar Hero: World Tour,TRUE,4,TRUE,TRUE,Activision,TRUE,86,2.47,17.95,Nintendo Wii,T,2008,Action,31.11666667,8.233333333
LittleBigPlanet,TRUE,4,TRUE,TRUE,Sony,TRUE,95,2.46,24.95,PlayStation 3,T,2008,Action,42.35,9.4
Fallout 3,TRUE,1,TRUE,TRUE,,TRUE,93,2.44,17.95,X360,T,2008,Action,124.7333333,24.55
LEGO Indiana Jones: The Original Adventures,TRUE,2,TRUE,TRUE,,TRUE,77,2.42,9.95,X360,M,2008,Action,22,9.7
Left 4 Dead,TRUE,2,TRUE,TRUE,,TRUE,89,2.39,19.95,X360,M,2008,Action,62.11666667,6.883333333
Madden NFL 09,TRUE,4,TRUE,TRUE,EA,TRUE,83,2.33,14.95,X360,T,2008,Sports,17.83333333,10
Guitar Hero: On Tour,TRUE,1,TRUE,TRUE,Activision,TRUE,71,2.22,14.95,Nintendo DS,M,2008,Action,24,0
Kung Fu Panda,TRUE,4,TRUE,TRUE,Activision,TRUE,75,2.04,9.95,X360,E,2008,Action,12.85,4.683333333
Rock Band 2,TRUE,4,TRUE,TRUE,,TRUE,92,1.85,19.95,X360,E,2008,Action,295.8666667,9.816666667
Sega Superstars Tennis,TRUE,4,TRUE,TRUE,Sega,TRUE,67,1.84,9.95,X360,E,2008,Sports,0,7.4
Guitar Hero: World Tour,TRUE,4,TRUE,TRUE,Activision,TRUE,85,1.78,16.95,X360,T,2008,Action,31.11666667,8.233333333
Animal Crossing: City Folk,TRUE,1,TRUE,TRUE,Nintendo,TRUE,73,1.78,29.95,Nintendo Wii,T,2008,Simulation,617.4166667,69.83333333
Mario & Sonic at the Olympic Games,TRUE,1,TRUE,TRUE,"Nintendo,Sega",TRUE,70,1.74,24.95,Nintendo DS,T,2008,Action,10,7
Madden NFL 09,TRUE,4,TRUE,TRUE,EA,TRUE,85,1.66,14.95,PlayStation 3,E,2008,Sports,17.83333333,10
LEGO Batman: The Videogame,TRUE,2,TRUE,TRUE,,TRUE,76,1.64,14.95,X360,T,2008,Action,29.21666667,9.833333333
Tom Clancy's Rainbow Six: Vegas 2,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,82,1.61,16.95,X360,M,2008,Action,12,8.75
Kirby Super Star Ultra,TRUE,1,TRUE,TRUE,Nintendo,TRUE,76,1.6,24.95,Nintendo DS,M,2008,Action,13.18333333,5.116666667
Star Wars: The Force Unleashed,TRUE,1,TRUE,TRUE,,TRUE,73,1.59,16.95,X360,T,2008,Action,12.06666667,5.333333333
God of War: Chains of Olympus,TRUE,1,TRUE,TRUE,Sony,TRUE,91,1.54,17.95,Sony PSP,T,2008,Action,9.216666667,5.416666667
Fallout 3,TRUE,1,TRUE,TRUE,,TRUE,90,1.48,17.95,PlayStation 3,M,2008,Action,124.7333333,24.55
Pure,TRUE,1,TRUE,TRUE,Disney,TRUE,85,1.43,12.95,X360,T,2008,Racing,16.66666667,9.933333333
LEGO Indiana Jones: The Original Adventures,TRUE,2,TRUE,TRUE,,TRUE,78,1.42,16.95,Nintendo Wii,E,2008,Action,22,9.7
Rock Band,TRUE,2,TRUE,TRUE,,TRUE,92,1.4,17.95,Nintendo Wii,T,2008,Action,42,7.583333333
LEGO Batman: The Videogame,TRUE,1,TRUE,TRUE,,TRUE,72,1.39,17.95,Nintendo DS,T,2008,Action,29.21666667,9.833333333
Saints Row 2,TRUE,1,TRUE,TRUE,THQ,TRUE,81,1.39,17.95,X360,E,2008,Action,53.73333333,20.26666667
LEGO Batman: The Videogame,TRUE,2,TRUE,TRUE,,TRUE,74,1.32,17.95,Nintendo Wii,E,2008,Action,29.21666667,9.833333333
Call of Duty: World at War,TRUE,2,TRUE,TRUE,Activision,TRUE,83,1.17,29.95,Nintendo Wii,M,2008,Action,31.85,7.8
Midnight Club: Los Angeles,TRUE,1,TRUE,TRUE,Rockstar,TRUE,81,1.15,22.95,X360,E,2008,Racing,35,23.1
Mortal Kombat vs. DC Universe,TRUE,2,TRUE,TRUE,Midway,TRUE,76,1.13,24.95,PlayStation 3,E,2008,Action,0,3.45
Army of Two,TRUE,2,TRUE,TRUE,EA,TRUE,72,1.12,16.95,X360,T,2008,Action,0,6.566666667
Resistance 2,TRUE,2,TRUE,TRUE,Sony,TRUE,87,1.11,24.95,PlayStation 3,E,2008,Action,15.25,10.1
Rock Band 2,TRUE,1,TRUE,TRUE,,TRUE,91,1.11,24.95,PlayStation 3,E,2008,Action,295.8666667,9.816666667
Midnight Club: Los Angeles,TRUE,1,TRUE,TRUE,Rockstar,TRUE,82,1.09,22.95,PlayStation 3,M,2008,Racing,35,23.1
Sonic Unleashed,TRUE,1,TRUE,TRUE,Sega,TRUE,66,1.09,17.95,Nintendo Wii,E,2008,Action,17.35,12.8
NBA 2K9 ,TRUE,1,TRUE,TRUE,2K,TRUE,84,1.07,12.95,X360,E,2008,Sports,0,0
Guitar Hero: World Tour,TRUE,4,TRUE,TRUE,Activision,TRUE,84,1.04,17.95,PlayStation 3,E,2008,Action,31.11666667,8.233333333
Guitar Hero: Aerosmith,TRUE,1,TRUE,TRUE,Activision,TRUE,73,1.03,14.95,Nintendo Wii,E,2008,Action,68.01666667,4.716666667
Star Wars: The Force Unleashed,TRUE,2,TRUE,TRUE,,TRUE,71,1.01,14.95,Nintendo Wii,E,2008,Action,12.06666667,5.333333333
Burnout Paradise,TRUE,1,TRUE,TRUE,EA,TRUE,87,1.01,17.95,PlayStation 3,T,2008,Action,62.9,13.78333333
Pokmon Ranger: Shadows of Almia,TRUE,1,TRUE,TRUE,Nintendo,TRUE,68,0.99,24.95,Nintendo DS,T,2008,Action,40.81666667,21.3
Mortal Kombat vs. DC Universe,TRUE,2,TRUE,TRUE,Midway,TRUE,72,0.98,24.95,X360,M,2008,Action,0,3.45
Dead Space,TRUE,1,TRUE,TRUE,EA,TRUE,88,0.96,17.95,PlayStation 3,M,2008,Action,20.58333333,11.41666667
Shaun White Snowboarding: Road Trip,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,78,0.95,14.95,Nintendo Wii,E,2008,Sports,0,0
Star Wars: The Force Unleashed,TRUE,1,TRUE,TRUE,,TRUE,71,0.92,17.95,PlayStation 3,E,2008,Action,12.06666667,5.333333333
Guitar Hero: Aerosmith,TRUE,2,TRUE,TRUE,Activision,TRUE,70,0.91,9.95,X360,E,2008,Action,68.01666667,4.716666667
SOCOM: U.S. Navy SEALs - Confrontation,TRUE,1,TRUE,TRUE,Sony,TRUE,63,0.91,16.95,PlayStation 3,E,2008,Action,0,10
SoulCalibur IV,TRUE,2,TRUE,TRUE,Namco,TRUE,85,0.87,19.95,X360,E,2008,Action,55.5,3.183333333
Battlefield: Bad Company,TRUE,1,TRUE,TRUE,EA,TRUE,83,0.83,16.95,X360,E,2008,Action,17.76666667,6.85
Saints Row 2,TRUE,1,TRUE,TRUE,THQ,TRUE,82,0.81,17.95,PlayStation 3,M,2008,Action,53.73333333,20.26666667
Guitar Hero: On Tour - Decades,TRUE,1,TRUE,TRUE,Activision,TRUE,72,0.8,17.95,Nintendo DS,T,2008,Action,20,1.833333333
Devil May Cry 4,TRUE,1,TRUE,TRUE,Capcom,TRUE,84,0.8,17.95,X360,T,2008,Action,54.76666667,11.31666667
Mystery Case Files: MillionHeir,TRUE,1,TRUE,TRUE,Nintendo,TRUE,65,0.76,17.95,Nintendo DS,T,2008,Adventure,0,8.283333333
Battlefield: Bad Company,TRUE,1,TRUE,TRUE,EA,TRUE,84,0.76,17.95,PlayStation 3,T,2008,Action,17.76666667,6.85
Army of Two,TRUE,2,TRUE,TRUE,EA,TRUE,74,0.75,16.95,PlayStation 3,T,2008,Action,0,6.566666667
Rayman Raving Rabbids TV Party,TRUE,4,TRUE,TRUE,Ubisoft,TRUE,73,0.74,17.95,Nintendo Wii,T,2008,Action,0,0
The House of the Dead 2 & 3 Return,TRUE,2,TRUE,TRUE,Sega,TRUE,66,0.74,17.95,Nintendo Wii,M,2008,Action,15.5,3.183333333
Far Cry 2,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,85,0.73,19.95,X360,T,2008,Action,40.4,17.31666667
Boom Blox,TRUE,4,TRUE,TRUE,EA,TRUE,85,0.72,24.95,Nintendo Wii,T,2008,Action,0,5.666666667
Spore Creatures,TRUE,1,TRUE,TRUE,EA,TRUE,65,0.7,14.95,Nintendo DS,T,2008,Adventure,0,0
Madden NFL 09,TRUE,4,TRUE,TRUE,EA,TRUE,68,0.68,14.95,Sony PSP,T,2008,Sports,17.83333333,10
NCAA Football 09,TRUE,4,TRUE,TRUE,EA,TRUE,83,0.68,14.95,X360,T,2008,Sports,0,0
MLB 08: The Show,TRUE,2,TRUE,TRUE,Sony,TRUE,85,0.67,12.95,PlayStation 3,E,2008,Sports,0,10
Tom Clancy's Rainbow Six: Vegas 2,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,81,0.67,24.95,PlayStation 3,E,2008,Action,12,8.75
Mercenaries 2: World in Flames,TRUE,1,TRUE,TRUE,EA,TRUE,72,0.66,14.95,X360,E,2008,Action,37,16.95
Need for Speed: Undercover,TRUE,1,TRUE,TRUE,EA,TRUE,64,0.66,17.95,X360,E,2008,Racing,16.11666667,10.58333333
Guitar Hero: Aerosmith,TRUE,2,TRUE,TRUE,Activision,TRUE,70,0.65,14.95,PlayStation 3,M,2008,Action,68.01666667,4.716666667
SoulCalibur IV,TRUE,2,TRUE,TRUE,"Namco,Ubisoft",TRUE,85,0.65,22.95,PlayStation 3,E,2008,Action,55.5,3.183333333
Valkyria Chronicles,TRUE,1,TRUE,TRUE,Sega,TRUE,86,0.65,24.95,PlayStation 3,T,2008,Action,57.31666667,31.7
Harvest Moon: Tree of Tranquility,TRUE,1,TRUE,TRUE,,TRUE,65,0.62,34.95,Nintendo Wii,M,2008,Role-Playing,0,41.08333333
Star Wars: The Clone Wars - Jedi Alliance,TRUE,1,TRUE,TRUE,,TRUE,68,0.6,17.95,Nintendo DS,T,2008,Action,0,5.133333333
Need for Speed: Undercover,TRUE,1,TRUE,TRUE,EA,TRUE,59,0.59,17.95,PlayStation 3,E,2008,Racing,16.11666667,10.58333333
Wario Land: Shake It!,TRUE,1,TRUE,TRUE,Nintendo,TRUE,78,0.59,19.95,Nintendo Wii,T,2008,Action,23.73333333,6.2
NBA 2K9,TRUE,7,TRUE,TRUE,2K,TRUE,82,0.58,14.95,PlayStation 3,E,2008,Sports,0,0
Major League Baseball 2K9,TRUE,1,TRUE,TRUE,2K,TRUE,64,0.58,14.95,X360,E,2008,Sports,0,0
NCAA Football 09,TRUE,4,TRUE,TRUE,EA,TRUE,81,0.56,14.95,PlayStation 3,E,2008,Sports,0,0
Kung Fu Panda,TRUE,1,TRUE,TRUE,Activision,TRUE,71,0.56,17.95,Nintendo DS,E,2008,Action,12.85,4.683333333
Devil May Cry 4,TRUE,1,TRUE,TRUE,Capcom,TRUE,84,0.56,19.95,PlayStation 3,T,2008,Action,54.76666667,11.31666667
Tom Clancy's EndWar,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,77,0.56,16.95,X360,E,2008,Strategy,0,10.46666667
LEGO Batman: The Videogame,TRUE,1,TRUE,TRUE,,TRUE,73,0.54,17.95,Sony PSP,M,2008,Action,29.21666667,9.833333333
BioShock,TRUE,1,TRUE,TRUE,2K,TRUE,94,0.53,17.95,PlayStation 3,E,2008,Action,21.75,12.26666667
Bully: Scholarship Edition,TRUE,1,TRUE,TRUE,Rockstar,TRUE,80,0.53,17.95,X360,T,2008,Action,26.58333333,14.25
Prince of Persia,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,81,0.53,16.95,X360,T,2008,Action,18.13333333,11.63333333
Kung Fu Panda,TRUE,4,TRUE,TRUE,Activision,TRUE,70,0.52,16.95,Nintendo Wii,E,2008,Action,12.85,4.683333333
Sonic Chronicles: The Dark Brotherhood,TRUE,1,TRUE,TRUE,Sega,TRUE,74,0.52,17.95,Nintendo DS,E,2008,Action,39.16666667,14.5
Chrono Trigger,TRUE,2,TRUE,TRUE,SquareEnix,TRUE,92,0.51,17.95,Nintendo DS,T,2008,Role-Playing,46.1,23.41666667
Tomb Raider: Underworld,TRUE,1,TRUE,TRUE,Eidos,TRUE,76,0.51,17.95,X360,E,2008,Action,18.88333333,10.25
skate it,TRUE,4,TRUE,TRUE,EA,TRUE,70,0.5,39.95,Nintendo Wii,T,2008,Action,0,0
The Legendary Starfy,TRUE,1,TRUE,TRUE,Nintendo,TRUE,75,0.5,24.95,Nintendo DS,E,2008,Action,21.38333333,8.133333333
Mirror's Edge,TRUE,1,TRUE,TRUE,EA,TRUE,79,0.5,14.95,X360,T,2008,Action,13.73333333,6.316666667
Haze,TRUE,2,TRUE,TRUE,Ubisoft,TRUE,55,0.49,12.95,PlayStation 3,T,2008,Action,22.76666667,6.866666667
Dissidia: Final Fantasy,TRUE,1,TRUE,TRUE,SquareEnix,TRUE,79,0.49,17.95,Sony PSP,T,2008,Action,117.1666667,30.43333333
Sid Meier's Civilization: Revolution,TRUE,1,TRUE,TRUE,2K,TRUE,84,0.49,24.95,X360,T,2008,Strategy,43.35,4.966666667
Wall-E,TRUE,4,TRUE,TRUE,THQ,TRUE,51,0.48,17.95,Nintendo Wii,E,2008,Action,6,6.283333333
Prince of Persia,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,85,0.48,17.95,PlayStation 3,T,2008,Action,18.13333333,11.63333333
NHL 09 ,TRUE,1,TRUE,TRUE,EA,TRUE,88,0.48,14.95,X360,E,2008,Sports,40,20
Brothers in Arms: Hell's Highway,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,76,0.47,17.95,X360,E,2008,Action,15.5,8.3
Shaun White Snowboarding,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,60,0.47,14.95,X360,T,2008,Sports,0,0
Turok,TRUE,1,TRUE,TRUE,,TRUE,69,0.47,14.95,X360,E,2008,Action,12.2,8.45
Iron Man,TRUE,1,TRUE,TRUE,Sega,TRUE,44,0.46,16.95,Sony PSP,E,2008,Action,9.983333333,4.333333333
De Blob,TRUE,4,TRUE,TRUE,THQ,TRUE,82,0.45,16.95,Nintendo Wii,M,2008,Action,23.15,8.133333333
Sonic Riders: Zero Gravity,TRUE,4,TRUE,TRUE,Sega,TRUE,56,0.45,16.95,Nintendo Wii,T,2008,Racing,9.5,3.1
Rhythm Heaven,TRUE,1,TRUE,TRUE,Nintendo,TRUE,83,0.45,24.95,Nintendo DS,T,2008,Action,19.41666667,5.966666667
Tomb Raider: Underworld,TRUE,1,TRUE,TRUE,Eidos,TRUE,75,0.44,17.95,PlayStation 3,T,2008,Action,18.88333333,10.25
Advance Wars: Days of Ruin,TRUE,4,TRUE,TRUE,Nintendo,TRUE,86,0.43,17.95,Nintendo DS,E,2008,Strategy,90.51666667,20.11666667
LEGO Batman: The Videogame,TRUE,2,TRUE,TRUE,,TRUE,75,0.43,17.95,PlayStation 3,E,2008,Action,29.21666667,9.833333333
Far Cry 2,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,85,0.43,19.95,PlayStation 3,T,2008,Action,40.4,17.31666667
Harvest Moon: Island of Happiness,TRUE,1,TRUE,TRUE,,TRUE,65,0.42,24.95,Nintendo DS,E,2008,Simulation,0,0
Brothers in Arms: Hell's Highway,TRUE,1,TRUE,TRUE,Ubisoft,TRUE,76,0.42,19.95,PlayStation 3,T,2008,Action,15.5,8.3
Sonic Unleashed,TRUE,1,TRUE,TRUE,Sega,TRUE,54,0.42,17.95,PlayStation 3,T,2008,Action,17.35,12.8
Pinball Hall of Fame: The Williams Collection,TRUE,1,TRUE,TRUE,,TRUE,82,0.41,17.95,Nintendo Wii,T,2008,Simulation,32.33333333,20
Sonic Unleashed,TRUE,1,TRUE,TRUE,Sega,TRUE,60,0.41,17.95,X360,E,2008,Action,17.35,12.8
Samba de Amigo,TRUE,2,TRUE,TRUE,Sega,TRUE,68,0.4,12.95,Nintendo Wii,T,2008,Action,0,8
?kami,TRUE,1,TRUE,TRUE,Capcom,TRUE,90,0.39,17.95,Nintendo Wii,M,2008,Action,57.2,36.96666667
LEGO Indiana Jones: The Original Adventures,TRUE,2,TRUE,TRUE,,TRUE,77,0.38,17.95,PlayStation 3,E,2008,Action,22,9.7
MotorStorm: Pacific Rift,TRUE,4,TRUE,TRUE,Sony,TRUE,82,0.37,29.95,PlayStation 3,T,2008,Action,120,24.43333333
Tiger Woods PGA Tour 09,TRUE,4,TRUE,TRUE,EA,TRUE,84,0.37,19.95,X360,E,2008,Sports,0,0
SimCity Creator,TRUE,1,TRUE,TRUE,EA,TRUE,67,0.37,24.95,Nintendo Wii,E,2008,Simulation,0,0
Tiger Woods PGA Tour 09,TRUE,4,TRUE,TRUE,EA,TRUE,82,0.36,19.95,PlayStation 3,E,2008,Sports,0,0
Sid Meier's Civilization: Revolution,TRUE,1,TRUE,TRUE,2K,TRUE,80,0.36,17.95,Nintendo DS,M,2008,Simulation,43.35,4.966666667
Pure,TRUE,1,TRUE,TRUE,Disney,TRUE,83,0.36,17.95,PlayStation 3,M,2008,Racing,16.66666667,9.933333333
Turok,TRUE,1,TRUE,TRUE,,TRUE,67,0.36,16.95,PlayStation 3,M,2008,Action,12.2,8.45
Crash: Mind over Mutant,TRUE,1,TRUE,TRUE,,TRUE,70,0.36,17.95,Nintendo Wii,E,2008,Action,5.6,5.833333333
Spider-Man: Web of Shadows,TRUE,1,TRUE,TRUE,Activision,TRUE,68,0.36,19.95,X360,E,2008,Action,19.63333333,10.7
Frontlines: Fuel of War,TRUE,1,TRUE,TRUE,THQ,TRUE,75,0.35,14.95,X360,M,2008,Action,0,5.5
GRID,TRUE,1,TRUE,TRUE,,TRUE,87,0.35,19.95,X360,E,2008,Racing,47.18333333,20.61666667
Too Human,TRUE,1,TRUE,TRUE,Microsoft,TRUE,65,0.35,14.95,X360,T,2008,Action,119,12.91666667
